order_id,customer_id,date,discount_id
295,1,2016-04-01,5
296,1,2016-12-01,5
297,1,2017-05-01,5
298,1,2018-01-01,5
299,1,2018-06-01,1
300,1,2016-04-01,5
301,1,2016-06-01,5
302,1,2018-09-01,5
303,1,2016-01-01,5
304,1,2017-02-01,5
305,1,2016-04-01,5
306,1,2016-05-01,5
307,1,2017-11-01,5
308,1,2018-02-01,5
309,1,2016-06-01,5
310,1,2018-05-01,1
311,1,2016-08-01,5
312,1,2017-06-01,5
313,1,2016-05-01,3
314,1,2017-09-01,1
315,1,2017-04-01,5
316,1,2018-03-01,1
317,1,2017-08-01,3
318,1,2016-05-01,5
319,1,2017-01-01,5
320,1,2017-01-01,5
321,1,2018-01-01,5
322,1,2016-07-01,5
323,1,2017-01-01,1
324,1,2018-05-01,3
325,1,2016-11-01,3
326,1,2018-02-01,5
327,1,2017-02-01,5
328,1,2017-10-01,5
329,1,2016-09-01,5
330,1,2018-02-01,3
331,1,2016-08-01,5
332,1,2018-01-01,5
333,1,2018-07-01,5
334,1,2018-12-01,5
335,1,2016-12-01,5
336,1,2018-01-01,3
337,1,2017-10-01,5
338,1,2018-11-01,3
339,1,2017-02-01,5
340,1,2016-06-01,5
341,1,2017-02-01,5
342,1,2017-03-01,3
343,1,2017-08-01,5
344,1,2016-05-01,5
345,1,2017-08-01,1
346,1,2017-03-01,3
347,1,2016-12-01,5
348,1,2018-06-01,5
349,1,2016-08-01,3
350,1,2018-09-01,1
351,1,2016-09-01,5
352,1,2016-02-01,5
353,1,2016-11-01,5
354,1,2016-05-01,5
355,1,2018-02-01,1
356,1,2016-03-01,3
357,1,2016-10-01,5
358,1,2016-03-01,5
359,1,2017-04-01,3
360,1,2018-11-01,3
361,1,2017-09-01,5
362,1,2016-04-01,1
363,1,2016-12-01,5
364,1,2017-11-01,5
365,1,2018-12-01,3
366,1,2017-02-01,5
367,1,2018-04-01,5
368,1,2017-10-01,1
369,1,2016-11-01,3
370,1,2017-11-01,5
371,1,2016-04-01,5
372,1,2018-08-01,5
373,1,2018-04-01,5
374,1,2018-09-01,5
375,1,2016-02-01,5
376,1,2018-05-01,5
377,1,2017-03-01,5
378,1,2016-09-01,5
379,1,2017-05-01,5
380,1,2016-11-01,5
381,1,2018-10-01,3
382,1,2016-09-01,3
383,1,2016-08-01,3
384,1,2017-03-01,5
385,1,2017-12-01,5
386,1,2016-07-01,1
387,1,2017-12-01,3
388,1,2018-12-01,5
389,1,2017-10-01,5
390,1,2017-03-01,3
391,1,2016-03-01,3
392,1,2017-08-01,5
393,1,2017-09-01,1
394,1,2018-06-01,5
395,1,2018-11-01,5
396,1,2017-11-01,5
397,1,2018-02-01,3
398,1,2018-07-01,5
399,1,2017-06-01,3
400,1,2018-08-01,5
401,1,2016-05-01,1
402,1,2017-07-01,1
403,1,2017-05-01,5
404,1,2018-10-01,5
405,1,2016-03-01,3
406,1,2018-05-01,3
407,1,2017-03-01,5
408,1,2018-05-01,3
409,1,2017-08-01,5
410,1,2017-03-01,5
411,1,2017-06-01,5
412,1,2016-04-01,5
413,1,2018-11-01,1
414,1,2016-02-01,5
415,1,2016-01-01,5
416,1,2016-03-01,3
417,1,2018-09-01,3
418,1,2017-10-01,5
419,1,2018-12-01,3
420,1,2016-02-01,5
421,1,2017-07-01,5
422,1,2017-10-01,3
423,1,2018-08-01,5
424,1,2017-08-01,5
425,1,2018-01-01,5
426,1,2017-06-01,5
427,1,2017-12-01,3
428,1,2016-05-01,1
429,1,2018-11-01,3
430,1,2017-12-01,5
431,1,2018-08-01,5
432,1,2016-02-01,5
433,1,2016-02-01,5
434,1,2018-06-01,3
435,1,2016-04-01,5
436,1,2017-02-01,5
437,1,2018-11-01,5
438,1,2016-10-01,5
439,1,2018-01-01,5
440,1,2016-07-01,5
441,1,2016-11-01,5
442,1,2018-11-01,3
443,1,2017-08-01,5
444,1,2017-04-01,3
445,1,2017-08-01,3
446,1,2018-03-01,1
447,1,2018-10-01,5
448,1,2016-08-01,5
449,1,2016-05-01,1
450,1,2018-02-01,3
451,1,2016-05-01,5
452,1,2017-10-01,5
453,1,2016-06-01,5
454,1,2018-02-01,1
455,1,2017-07-01,3
456,1,2017-01-01,5
457,1,2016-02-01,5
458,1,2017-04-01,5
459,1,2018-10-01,1
460,1,2016-04-01,1
461,1,2016-12-01,3
462,1,2016-06-01,3
463,1,2018-05-01,5
464,1,2018-02-01,3
465,1,2018-02-01,5
466,1,2018-08-01,1
467,1,2016-06-01,5
468,1,2017-07-01,3
469,1,2018-10-01,5
470,1,2018-02-01,5
471,1,2018-07-01,5
472,1,2016-07-01,5
473,1,2016-12-01,5
474,1,2016-04-01,3
475,1,2016-02-01,5
476,1,2016-02-01,5
477,1,2018-12-01,3
478,1,2016-03-01,5
479,1,2017-05-01,5
480,1,2018-04-01,5
481,1,2017-04-01,5
482,1,2017-09-01,3
483,1,2016-04-01,3
484,1,2016-05-01,5
485,1,2018-02-01,5
486,1,2016-06-01,5
487,1,2017-03-01,5
488,1,2018-08-01,5
489,1,2017-03-01,1
490,1,2017-02-01,5
491,1,2016-05-01,5
492,1,2018-03-01,5
493,1,2017-05-01,5
494,1,2017-08-01,5
495,1,2017-07-01,5
496,1,2016-08-01,5
497,1,2018-04-01,5
498,1,2018-12-01,3
499,1,2016-03-01,5
500,1,2016-04-01,3
501,1,2017-08-01,5
502,1,2016-02-01,3
503,1,2018-08-01,5
504,1,2016-11-01,5
505,1,2018-02-01,3
506,1,2018-10-01,5
507,1,2017-04-01,1
508,1,2018-04-01,5
509,1,2018-03-01,5
510,1,2016-08-01,5
511,1,2016-09-01,5
512,1,2017-08-01,5
513,1,2016-01-01,3
514,1,2016-04-01,3
515,1,2016-11-01,5
516,1,2017-11-01,3
517,1,2016-08-01,3
518,1,2016-02-01,5
519,1,2016-10-01,5
520,1,2016-01-01,5
521,1,2018-08-01,1
522,1,2016-11-01,3
523,1,2016-03-01,5
524,1,2018-01-01,5
525,1,2018-08-01,1
526,1,2017-03-01,3
527,1,2018-07-01,5
528,1,2018-05-01,5
529,1,2017-04-01,5
530,1,2016-01-01,5
531,1,2018-06-01,5
532,1,2016-12-01,1
533,1,2017-03-01,5
534,1,2017-10-01,3
535,1,2017-01-01,5
536,1,2016-04-01,5
537,1,2016-05-01,5
538,1,2016-08-01,5
539,1,2017-05-01,5
540,1,2017-03-01,1
541,1,2018-11-01,5
542,1,2016-11-01,5
543,1,2017-11-01,5
544,1,2017-08-01,5
545,1,2017-10-01,5
546,1,2016-02-01,1
547,1,2017-03-01,5
548,1,2017-10-01,5
549,1,2018-11-01,5
550,1,2018-09-01,5
551,1,2018-04-01,5
552,1,2017-05-01,3
553,1,2016-12-01,5
554,1,2016-10-01,5
555,1,2016-12-01,3
556,1,2016-01-01,5
557,1,2017-04-01,5
558,1,2017-12-01,5
559,1,2016-02-01,3
560,1,2016-09-01,3
561,1,2016-04-01,5
562,1,2018-03-01,5
563,1,2016-04-01,5
564,1,2017-12-01,1
565,1,2016-06-01,5
566,1,2016-09-01,1
567,1,2017-08-01,3
568,1,2017-04-01,3
569,1,2016-07-01,1
570,1,2018-10-01,1
571,1,2016-04-01,1
572,1,2016-07-01,5
573,1,2017-12-01,1
574,1,2017-03-01,5
575,1,2018-01-01,1
576,1,2018-12-01,5
577,1,2016-11-01,5
578,1,2016-02-01,3
579,1,2018-05-01,5
580,1,2018-02-01,5
581,1,2017-08-01,5
582,1,2018-11-01,5
583,1,2016-12-01,1
584,1,2016-08-01,1
585,1,2016-01-01,5
586,1,2017-07-01,1
587,1,2018-02-01,1
588,1,2018-04-01,1
589,1,2018-10-01,5
590,1,2017-07-01,5
591,1,2016-01-01,3
592,1,2018-02-01,5
593,1,2018-12-01,5
594,1,2018-10-01,5
595,1,2016-07-01,5
596,1,2018-01-01,5
597,1,2017-05-01,1
598,1,2017-02-01,5
599,1,2016-09-01,3
600,1,2018-08-01,1
601,1,2018-11-01,5
602,1,2017-11-01,5
603,1,2017-04-01,5
604,1,2018-01-01,5
605,1,2018-12-01,5
606,1,2016-03-01,1
607,1,2018-03-01,5
608,1,2017-07-01,5
609,1,2018-05-01,5
610,1,2016-01-01,5
611,1,2016-10-01,5
612,1,2018-11-01,3
613,1,2017-08-01,5
614,1,2018-11-01,3
615,1,2016-09-01,5
616,1,2016-02-01,5
617,1,2016-03-01,5
618,1,2017-11-01,5
619,1,2016-12-01,5
620,1,2017-11-01,5
621,1,2018-03-01,3
622,1,2017-12-01,5
623,1,2017-10-01,5
624,1,2018-04-01,5
625,1,2016-09-01,5
626,1,2018-10-01,5
627,1,2018-12-01,3
628,1,2017-06-01,5
629,1,2018-05-01,3
630,1,2018-08-01,1
631,1,2018-01-01,5
632,1,2018-04-01,5
633,1,2017-08-01,5
634,1,2018-07-01,5
635,1,2016-11-01,3
636,1,2017-05-01,5
637,1,2016-09-01,5
638,1,2017-01-01,3
639,1,2016-11-01,5
640,1,2016-06-01,5
641,1,2016-02-01,5
642,1,2017-02-01,1
643,1,2016-08-01,3
644,1,2016-03-01,3
645,1,2016-02-01,3
646,1,2017-11-01,3
647,1,2018-12-01,5
648,1,2016-04-01,5
649,1,2018-05-01,5
650,1,2016-07-01,5
651,1,2018-11-01,5
652,1,2017-08-01,5
653,1,2016-04-01,3
654,1,2018-02-01,5
655,1,2017-09-01,1
656,1,2017-06-01,5
657,1,2017-12-01,5
658,1,2016-03-01,5
659,1,2016-07-01,5
660,1,2018-07-01,5
661,1,2018-12-01,1
662,1,2016-07-01,5
663,1,2017-05-01,5
664,1,2018-07-01,5
665,1,2017-10-01,5
666,1,2017-02-01,3
667,1,2016-06-01,5
668,1,2016-04-01,3
669,1,2017-01-01,1
670,1,2016-03-01,5
671,1,2018-09-01,3
672,1,2016-09-01,3
673,1,2018-04-01,5
674,1,2016-03-01,5
675,1,2018-02-01,5
676,1,2018-09-01,3
677,1,2016-05-01,3
678,1,2018-08-01,5
679,1,2017-05-01,3
680,1,2018-03-01,5
681,1,2017-03-01,5
682,1,2016-12-01,5
683,1,2017-06-01,5
684,1,2018-05-01,5
685,1,2017-11-01,5
686,1,2016-05-01,1
687,1,2017-01-01,1
688,1,2018-10-01,5
689,1,2016-03-01,3
690,1,2016-11-01,1
691,1,2016-07-01,5
692,1,2016-12-01,1
693,1,2017-10-01,5
694,1,2016-09-01,5
695,1,2018-12-01,5
696,1,2017-11-01,1
697,1,2016-12-01,5
698,1,2017-12-01,5
699,1,2017-01-01,5
700,1,2018-05-01,5
701,1,2016-05-01,5
702,1,2017-07-01,3
703,1,2017-07-01,5
704,1,2016-04-01,5
705,1,2016-10-01,5
706,1,2017-07-01,3
707,1,2017-03-01,5
708,1,2018-02-01,5
709,1,2018-06-01,3
710,1,2017-01-01,5
711,1,2017-12-01,3
712,1,2016-10-01,5
713,1,2016-03-01,5
714,1,2017-04-01,5
715,1,2018-06-01,5
716,1,2017-10-01,3
717,1,2016-08-01,3
718,1,2018-09-01,5
719,1,2018-01-01,3
720,1,2016-11-01,5
721,1,2016-11-01,3
722,1,2018-10-01,3
723,1,2016-11-01,5
724,1,2017-01-01,5
725,1,2016-11-01,5
726,1,2017-04-01,5
727,1,2017-09-01,5
728,1,2018-01-01,1
729,1,2016-02-01,3
730,1,2018-08-01,1
731,1,2016-06-01,3
732,1,2016-05-01,1
733,1,2017-05-01,3
734,1,2018-07-01,5
735,1,2017-01-01,1
736,1,2017-04-01,5
737,1,2018-10-01,5
738,1,2017-12-01,5
739,1,2018-11-01,5
740,1,2018-01-01,3
741,1,2018-12-01,3
742,1,2018-10-01,1
743,1,2017-06-01,3
744,1,2018-11-01,1
745,1,2017-02-01,3
746,1,2016-12-01,5
747,1,2018-08-01,5
748,1,2016-01-01,3
749,1,2016-11-01,5
750,1,2016-03-01,3
751,1,2016-09-01,5
752,1,2017-02-01,1
753,1,2016-05-01,5
754,1,2017-10-01,5
755,1,2017-09-01,5
756,1,2017-11-01,3
757,1,2017-07-01,1
758,1,2016-12-01,5
759,1,2017-08-01,5
760,1,2017-09-01,5
761,1,2016-12-01,5
762,1,2016-08-01,3
763,1,2017-12-01,5
764,1,2018-01-01,5
765,1,2017-04-01,3
766,1,2016-05-01,5
767,1,2017-03-01,5
768,1,2016-07-01,3
769,1,2017-11-01,3
770,1,2017-07-01,5
771,1,2016-02-01,3
772,1,2017-02-01,5
773,1,2016-02-01,3
774,1,2016-09-01,5
775,1,2018-02-01,5
776,1,2018-07-01,5
777,1,2017-11-01,5
778,1,2016-03-01,3
779,1,2018-02-01,5
780,1,2016-05-01,5
781,1,2016-06-01,5
782,1,2017-02-01,1
783,1,2016-08-01,3
784,1,2016-04-01,5
785,1,2018-06-01,5
786,1,2018-02-01,5
787,1,2017-07-01,5
788,1,2016-09-01,5
789,1,2018-01-01,5
790,1,2017-01-01,5
791,1,2018-01-01,5
792,1,2016-09-01,5
793,1,2017-05-01,3
794,1,2017-08-01,5
795,1,2018-08-01,5
796,1,2018-07-01,5
797,1,2016-07-01,5
798,1,2016-10-01,5
799,1,2017-05-01,5
800,1,2018-06-01,5
801,1,2017-02-01,5
802,1,2018-06-01,5
803,1,2016-02-01,5
804,1,2016-02-01,5
805,1,2017-01-01,5
806,1,2017-03-01,5
807,1,2018-02-01,1
808,1,2017-03-01,5
809,1,2018-01-01,5
810,1,2016-07-01,5
811,1,2017-08-01,5
812,1,2018-03-01,5
813,1,2016-12-01,1
814,1,2016-05-01,5
815,1,2018-02-01,5
816,1,2017-11-01,3
817,1,2018-08-01,5
818,1,2018-04-01,5
819,1,2016-07-01,5
820,1,2016-10-01,5
821,1,2017-01-01,5
822,1,2017-10-01,1
823,1,2016-01-01,5
824,1,2017-09-01,5
825,1,2017-08-01,5
826,1,2018-02-01,5
827,1,2016-12-01,5
828,1,2017-11-01,3
829,1,2016-12-01,5
830,1,2016-11-01,5
831,1,2017-05-01,5
832,1,2017-06-01,5
833,1,2018-03-01,5
834,1,2018-06-01,5
835,1,2016-09-01,3
836,1,2016-11-01,3
837,1,2017-02-01,5
838,1,2018-03-01,5
839,1,2016-05-01,3
840,1,2016-11-01,5
841,1,2016-02-01,5
842,1,2016-05-01,5
843,1,2017-12-01,3
844,1,2016-11-01,5
845,1,2016-01-01,5
846,1,2017-06-01,5
847,1,2016-08-01,5
848,1,2017-01-01,5
849,1,2018-06-01,1
850,1,2017-08-01,3
851,1,2017-06-01,5
852,1,2017-06-01,5
853,1,2016-06-01,3
854,1,2016-07-01,5
855,1,2017-07-01,5
856,1,2018-10-01,5
857,1,2018-01-01,1
858,1,2017-05-01,5
859,1,2018-12-01,5
860,1,2017-11-01,3
861,1,2018-06-01,5
862,1,2017-09-01,5
863,1,2017-07-01,3
864,1,2018-09-01,5
865,1,2018-12-01,5
866,1,2018-05-01,5
867,1,2016-07-01,5
868,1,2016-04-01,5
869,1,2018-04-01,5
870,1,2016-08-01,5
871,1,2017-09-01,5
872,1,2016-06-01,5
873,1,2016-06-01,5
874,1,2017-06-01,5
875,1,2018-07-01,3
876,1,2016-02-01,3
877,1,2017-02-01,3
878,1,2017-11-01,5
879,1,2018-06-01,3
880,1,2018-10-01,1
881,1,2016-09-01,5
882,1,2018-06-01,3
883,1,2017-09-01,1
884,1,2016-03-01,5
885,1,2018-10-01,5
886,1,2016-01-01,5
887,1,2017-07-01,5
888,1,2016-01-01,3
889,1,2017-10-01,1
890,1,2017-09-01,3
891,1,2017-08-01,3
892,1,2018-03-01,5
893,1,2017-12-01,1
894,1,2017-11-01,5
895,1,2017-03-01,5
896,1,2017-10-01,5
897,1,2017-02-01,1
898,1,2017-11-01,5
899,1,2018-04-01,5
900,1,2018-03-01,5
901,1,2016-11-01,5
902,1,2016-01-01,5
903,1,2018-03-01,3
904,1,2018-12-01,5
905,1,2016-04-01,3
906,1,2016-03-01,1
907,1,2017-06-01,1
908,1,2017-05-01,3
909,1,2017-05-01,5
910,1,2016-07-01,5
911,1,2016-12-01,5
912,1,2016-07-01,3
913,1,2017-10-01,1
914,1,2016-07-01,5
915,1,2018-12-01,5
916,1,2016-12-01,3
917,1,2016-05-01,5
918,1,2018-01-01,5
919,1,2017-07-01,5
920,1,2018-06-01,5
921,1,2016-08-01,3
922,1,2016-01-01,5
923,1,2018-09-01,3
924,1,2018-10-01,5
925,1,2016-09-01,5
926,1,2018-08-01,5
927,1,2016-12-01,5
928,1,2017-02-01,5
929,1,2017-11-01,3
930,1,2016-02-01,1
931,1,2018-08-01,5
932,1,2017-08-01,5
933,1,2017-02-01,3
934,1,2016-04-01,5
935,1,2016-03-01,5
936,1,2016-02-01,3
937,1,2017-03-01,5
938,1,2016-03-01,5
939,1,2017-01-01,5
940,1,2018-11-01,5
941,1,2017-01-01,5
942,1,2016-06-01,3
943,1,2018-05-01,1
944,1,2016-01-01,5
945,1,2016-01-01,5
946,1,2018-10-01,5
947,1,2016-05-01,5
948,1,2016-06-01,5
949,1,2018-11-01,3
950,1,2017-05-01,5
951,1,2017-11-01,5
952,1,2016-01-01,5
953,1,2017-06-01,5
954,1,2018-01-01,3
955,1,2018-12-01,5
956,1,2016-11-01,5
957,1,2016-09-01,5
958,1,2017-05-01,5
959,1,2017-09-01,5
960,1,2018-11-01,3
961,1,2018-10-01,5
962,1,2018-06-01,5
963,1,2018-04-01,3
964,1,2016-03-01,5
965,1,2017-04-01,3
966,1,2016-02-01,5
967,1,2016-05-01,3
968,1,2017-09-01,5
969,1,2018-07-01,5
970,1,2016-01-01,5
971,1,2018-02-01,5
972,1,2016-10-01,1
973,1,2016-11-01,5
974,1,2018-11-01,5
975,1,2018-05-01,3
976,1,2018-10-01,5
977,1,2016-11-01,5
978,1,2018-07-01,1
979,1,2017-04-01,3
980,1,2016-10-01,3
981,1,2018-07-01,5
982,1,2016-05-01,5
983,1,2016-11-01,5
984,1,2016-11-01,5
985,1,2018-02-01,5
986,1,2017-08-01,3
987,1,2016-12-01,5
988,1,2016-08-01,5
989,1,2018-07-01,5
990,1,2018-10-01,5
991,1,2018-11-01,1
992,1,2018-06-01,5
993,1,2016-06-01,5
994,1,2016-11-01,5
995,1,2018-11-01,5
996,1,2018-05-01,5
997,1,2018-01-01,5
998,1,2016-10-01,5
999,1,2018-12-01,5
1000,1,2018-09-01,5
1001,2,2017-02-01,2
1002,2,2017-01-01,6
1003,2,2018-03-01,6
1004,2,2017-04-01,2
1005,2,2017-03-01,4
1006,2,2016-10-01,6
1007,2,2017-06-01,6
1008,2,2016-11-01,6
1009,2,2017-02-01,4
1010,2,2018-06-01,4
1011,2,2018-12-01,6
1012,2,2018-12-01,6
1013,2,2016-12-01,2
1014,2,2017-07-01,6
1015,2,2017-06-01,2
1016,2,2016-09-01,4
1017,2,2017-05-01,4
1018,2,2017-02-01,6
1019,2,2016-05-01,4
1020,2,2016-03-01,6
1021,2,2017-10-01,6
1022,2,2018-06-01,2
1023,2,2016-07-01,2
1024,2,2017-06-01,6
1025,2,2016-11-01,4
1026,2,2018-09-01,2
1027,2,2017-06-01,6
1028,2,2016-03-01,4
1029,2,2017-08-01,6
1030,2,2017-03-01,6
1031,2,2018-02-01,6
1032,2,2018-06-01,4
1033,2,2018-12-01,4
1034,2,2016-07-01,6
1035,2,2017-11-01,2
1036,2,2017-08-01,6
1037,2,2016-06-01,4
1038,2,2016-12-01,6
1039,2,2016-10-01,4
1040,2,2017-09-01,6
1041,2,2017-10-01,6
1042,2,2017-09-01,2
1043,2,2017-08-01,4
1044,2,2018-07-01,6
1045,2,2016-01-01,6
1046,2,2018-04-01,6
1047,2,2016-03-01,6
1048,2,2016-11-01,6
1049,2,2016-12-01,6
1050,2,2016-10-01,4
1051,2,2016-07-01,4
1052,2,2018-01-01,6
1053,2,2017-07-01,6
1054,2,2016-05-01,4
1055,2,2017-04-01,6
1056,2,2016-01-01,6
1057,2,2016-05-01,4
1058,2,2016-10-01,6
1059,2,2017-02-01,6
1060,2,2017-02-01,6
1061,2,2017-01-01,4
1062,2,2018-05-01,6
1063,2,2017-12-01,6
1064,2,2016-05-01,6
1065,2,2016-02-01,4
1066,2,2016-11-01,6
1067,2,2017-11-01,6
1068,2,2018-10-01,6
1069,2,2016-12-01,6
